# M_star [M_sun], T_star [K], M_disk [M_sun], alpha, R [au], T_disk [K], Sigma_gas [g/cm^2], eps, afrag [cm], OmegaK [1/s], tgr [s]
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.580765647674306799e-03,1.146035193239139494e+00,5.299282767597615020e+02,7.287106690862241010e+01,1.335037563000281017e-03,3.120600451504578210e-01,1.777711943778355895e-07,4.213520627809999943e+09
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,2.237189513706088189e-03,1.028677985917438864e+00,5.945599400540741044e+02,9.327540090193382127e+01,5.219262901474265581e-02,2.515378001734898672e-01,2.257940783437493512e-07,8.485516428389133513e+07
5.000000000000000278e-02,2.761000000000000000e+03,2.500000000000000486e-03,4.273456400195278088e-03,3.488855752488062478e+01,2.854808009576507999e+01,1.141409884830012350e-01,1.211774646603508464e-03,3.376019114071189629e-03,2.160370211739063135e-10,3.819882093045527344e+12
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,5.391755722913971335e-04,4.964819068394467649e+01,4.985807666555016482e+01,4.184805724019977635e-01,1.257152084443644284e-04,6.514956812547099962e-02,3.117261149416947581e-10,2.551755110702456641e+13
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,1.319969668819515930e-04,3.334122110050529386e+00,2.379323511960112114e+02,1.443320343500275271e+01,3.416044181963222570e-01,1.830916309369460038e+00,2.533209288769777251e-08,1.155594454572469592e+08
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,6.917735434972317222e-04,8.028014197393358309e-01,5.395867363243850150e+02,6.591293871505860125e+01,5.312642282026547313e-02,6.337741123003207688e-01,2.475714125815684006e-07,7.603068984350118041e+07
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,4.967351560001255712e-04,4.125701845455317374e-01,2.967466600576268547e+02,1.091075296107550052e+01,1.443160820148567218e-02,2.665859536876249436e-01,2.057555561636850510e-07,3.367702338915656209e+08
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,1.748199296104716298e-04,1.680879506353410102e+00,2.969659667869684085e+02,1.746726100374500845e+01,1.488546387687604278e-01,1.249293839840824871e+00,5.778203344207985724e-08,1.162638781972062141e+08
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,4.107780002596702479e-03,3.532156910217689738e+00,9.368501245387103893e+01,1.371804070328555003e+00,1.117792495589929186e-01,1.279344361511526411e-02,7.346548362492038102e-09,1.217742514068305492e+09
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,4.241838499956919153e-05,1.073102452778909699e+00,5.821230204948283244e+02,8.995283181895470648e+01,1.034421761718310080e-02,1.586255433595615827e+01,2.119190192889211874e-07,4.561759824521730542e+08
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,5.866523712881718724e-04,6.128350858298503567e+00,2.291630745738318069e+02,1.676071765984758954e+01,1.614998775092933714e-02,4.493896617322165055e-01,1.437615974218859065e-08,4.307099581366770744e+09
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,5.346241905778716628e-04,1.350893401212953826e+01,1.047546496696116805e+02,2.641512958986997006e+00,6.574192393644016225e-03,1.742434239795578321e-01,2.536098249054696156e-09,5.997793597018551636e+10
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,2.605425009443554959e-04,4.165248578280416059e-01,2.903310165461388124e+02,1.038946349077045994e+01,2.978774941225221357e-04,5.005125765831601736e-01,1.987341766699185047e-07,1.689233744357426071e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,8.988369597213572608e-04,5.492907188390143691e-01,8.136436332323401075e+02,1.595388882831849742e+02,6.835401188727324717e-01,7.825933162723558434e-01,5.786664790639724997e-07,2.528178100473178551e+06
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,1.796893308655623449e-04,7.701551103332896497e-01,3.292030277624835435e+02,1.707410743658170915e+01,7.437688949795921191e-03,1.062905431646823162e+00,1.317393130541174477e-07,1.020578919702358007e+09
5.000000000000000000e-01,3.849000000000000000e+03,2.500000000000000139e-02,3.531061531723393449e-04,3.985955285355644584e+00,2.061207263471468707e+02,1.027310163089189921e+01,5.277431743901464262e-04,5.150325490899586578e-01,1.769106863577732645e-08,1.071083446897465210e+11
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,4.130226593458916420e-03,2.313025469704370618e+00,1.157688861509109159e+02,1.987015252286661093e+00,2.072394334582362482e-02,1.491133600306001478e-02,1.386349409066754829e-08,3.480606300513453007e+09
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,6.179421797173120096e-04,5.886624122275976312e+00,2.257458843617118021e+02,1.593614185293530383e+01,1.926945721337283148e-04,4.116401867395421688e-01,1.462057937419607990e-08,3.549489825315640869e+11
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,4.765276950397643896e-05,8.868790544177506119e-01,5.133731316507273732e+02,6.052539479300022407e+01,5.061302651982248517e-04,1.082900555403241150e+01,2.132141852365805658e-07,9.266625186548864365e+09
4.000000000000000083e-02,2.731000000000000000e+03,2.000000000000000042e-03,5.314411149156881946e-03,6.758340013767059062e+00,5.843245072540631213e+01,5.109214152243579665e-01,1.428076453600357273e-02,5.906863588068266002e-03,2.266405619969731976e-09,3.089661513499863815e+10
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,1.424467179252385512e-03,3.938064782228493765e+00,1.164136065347006763e+02,2.699774871693536582e+00,1.650894301370941231e-01,5.858537093317828237e-02,9.185759929460523794e-09,6.594253532674508095e+08
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,2.778893713847584070e-03,9.038523636245410842e+01,4.572396064253604919e+01,2.836042351712264598e-01,5.806589653970725684e-04,8.050281884517699812e-03,1.794721547644977619e-10,9.595813243525792969e+12
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,8.752505535576608070e-03,2.854328015688933107e+01,8.601964101071580160e+01,2.051846483189332382e+00,6.689161440218644415e-03,9.776772528609943558e-03,1.092347700129959119e-09,1.368571285811854401e+11
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,5.685473629034572610e-03,5.978887403888734076e-01,6.547340052373433537e+02,9.539837732833319706e+01,7.941981709646736554e-02,9.192317908792030368e-02,4.085623958032833310e-07,3.081858721344863996e+07
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,2.488962659035121126e-03,1.813291110742081358e+01,1.332250026914875605e+02,5.857028179206617224e+00,3.044752408250312858e-03,6.340684164647913956e-02,2.824600444877158058e-09,1.162762438912217560e+11
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,2.852719594202540992e-04,4.421858342827292843e-01,5.280912708306154855e+02,4.113764541658208174e+01,1.058378000321567164e-04,9.833051318578642785e-01,3.708694736910496387e-07,2.547640287771526337e+10
8.999999999999998279e-02,2.861000000000000000e+03,4.499999999999999660e-03,8.912967273338019691e-03,1.708524258025516573e+01,4.981724575943503908e+01,4.676489981332010437e-01,7.383129378772342044e-03,3.779426944658320110e-03,8.457796461788735311e-10,1.601409098141781311e+11
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,1.895191803335764293e-03,1.412642249526338656e+00,2.954577828946220848e+02,1.521917780860653835e+01,2.047117226235926069e-01,9.751649567738239488e-02,6.495013225066337161e-08,7.521028726186636090e+07
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,2.390622263899279832e-03,4.240651997924503314e-01,2.703708732632157421e+02,8.526435293834891738e+00,1.025357730407085903e-03,4.732618740795823536e-02,1.766014937827276842e-07,5.522429969581053734e+09
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,9.440637270268022359e-04,1.624645221498314696e+00,3.793028470023932073e+02,3.597595449050129446e+01,6.202071939963063052e-01,3.606101074625616132e-01,8.599533371363619045e-08,1.874944058021492884e+07
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,8.435076955273890058e-04,2.807674481113451748e+00,3.493360274298441368e+02,3.635879755883809850e+01,5.224832602620771427e-02,4.430302647356698653e-01,4.825243595995508233e-08,3.966508380958380103e+08
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,4.570571776676731743e-05,5.621987964621908418e-01,4.683456107067224252e+02,3.351560298480215039e+01,5.310139888567185287e-03,7.606472268072814735e+00,2.586982309959908299e-07,7.279483716201777458e+08
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,3.840444289373864213e-04,3.053798266399852679e+01,1.091246448140897201e+02,3.780200239518504812e+00,7.179045045398972924e-01,3.417307919495664592e-01,1.395954298811356192e-09,9.978427843911528587e+08
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,8.143913294253358624e-05,1.005839597442333977e+00,5.836497807142646934e+02,8.829673234966556095e+01,7.290106999058316301e-04,6.946845248765590064e+00,2.250330373236709853e-07,6.095647089564207077e+09
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,4.415869446961809795e-04,1.427389953758392060e+01,1.396487015923470381e+02,6.248658871403807602e+00,8.382002384411431015e-03,3.723313702095609745e-01,3.691932441259523725e-09,3.231457695117118073e+10
4.000000000000000083e-02,2.731000000000000000e+03,2.000000000000000042e-03,3.661984773234273449e-04,2.912996182074671037e+00,8.898735628538749154e+01,1.083260795851080038e+00,2.646439342142707825e-04,1.312858030705927048e-01,8.009175708179896971e-09,4.717916327183671265e+11
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,4.449920137686295854e-04,9.732809144403320900e+00,9.260799637552113950e+01,1.817560501325041100e+00,6.139763508763041583e-03,1.674363756151119320e-01,2.932414687218399445e-09,5.554218627624828339e+10
8.000000000000000167e-02,2.836000000000000000e+03,4.000000000000000083e-03,1.538279654317985896e-03,1.125727693027045717e+01,5.893674472579792223e+01,6.321440985100533760e-01,1.213762181794383194e-01,2.528498414013032741e-02,1.490948586357342287e-09,5.525909025634048462e+09
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.270532647582328905e-03,1.215979977789523492e+00,5.144614777779185033e+02,6.925544357445998855e+01,1.527166249312424673e-01,3.801176764182784273e-01,1.626554749204834839e-07,4.025733266997130215e+07
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,4.233639893715080110e-04,6.492609837017254693e-01,6.000061121018104586e+02,7.903228473892208683e+01,3.451915491570080596e-01,1.117493117798379121e+00,3.403954405760635933e-07,8.510520276263497770e+06
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,4.118891133404537809e-03,5.917314535579112356e-01,2.435856643103694807e+02,7.699646105455793865e+00,2.197955025642736766e-04,2.752895636206667898e-02,1.173672597260768487e-07,3.876450417928240204e+10
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,3.084379205066275749e-04,3.112466727511966180e+00,1.309455048708685183e+02,3.322039982885359954e+00,9.218867237557897996e-04,3.130538727201973015e-01,1.307321184779155965e-08,8.297363956809965515e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,2.479899936796953631e-03,7.016970071604336390e+00,2.276464858862881329e+02,1.727592572355111145e+01,1.801443731199435169e-02,1.097942840315902224e-01,1.267381257919981692e-08,4.379978898626523972e+09
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,9.024990080224610525e-05,1.446268901215219449e+00,4.387133706687893664e+02,4.971309737433036702e+01,3.523196850298704742e-04,4.791446819848754757e+00,1.144706443069261459e-07,2.479527696055706787e+10
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,2.506330429786200742e-03,7.175332598335977252e+00,6.864366343264175896e+01,8.462240112873091746e-01,1.030589881165067251e-01,1.769555707066775355e-02,2.740650550171280372e-09,3.540466277338038445e+09
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,2.804515398598205053e-04,1.552304008852655848e+00,2.818533299407855566e+02,1.403165707310736465e+01,2.145539020557392720e-03,6.459952448383344814e-01,5.638494455444295219e-08,8.266095622475402832e+09
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,4.089321106486658829e-03,2.028540382266496689e+00,3.983128080287417561e+02,4.453610689800420630e+01,2.342798246832749546e-04,9.807630108218566567e-02,7.548885454102054514e-08,5.654344618490659332e+10
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,1.845867110298174407e-03,2.494252771643215283e+01,1.135932033317373140e+02,4.121710094056168394e+00,1.872567884552583635e-03,7.065040764700755704e-02,1.750844703572675136e-09,3.050105086373154907e+11
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,2.516928530392824152e-03,6.506098138402057529e+00,9.772455537956271598e+01,1.983858958322690436e+00,6.014259912442427858e-01,2.897249871146304057e-02,4.646569245275303347e-09,3.578371232435321808e+08
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,2.350065455086070422e-04,3.618023248449679929e+00,2.661580578844860838e+02,2.014560772660874832e+01,3.242108733202647090e-03,1.182639939536201501e+00,2.744618105085887358e-08,1.123803809876148796e+10
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,8.870676647501147183e-04,6.509995255254005242e-01,2.512663847358722364e+02,9.856486137162544736e+00,7.476373363216905470e-04,1.588985011608667619e-01,1.198661871240997363e-07,1.115866726102129173e+10
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,4.892296539167782440e-04,2.788125010973240059e+00,1.214152755438329194e+02,2.813968947933428222e+00,7.367922116297830363e-04,1.744125510879643570e-01,1.352381856009778426e-08,1.003588412001566620e+11
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,3.812244365944313703e-03,3.339638545565551198e+01,3.189168821136702547e+01,1.690068231375057017e-01,7.178022065925521167e-03,5.016301800017473195e-03,2.729402100866100962e-10,5.104200073479536133e+11
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,1.709729103099079947e-03,4.569655440690857384e-01,6.798107239073548271e+02,9.333337415931708847e+01,7.040382790451760187e-01,2.880467207173206257e-01,5.392517171834279983e-07,2.633978287140747067e+06
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,4.023283356038263327e-04,4.730859753403566259e+01,5.599062642159964298e+01,5.997655719539742858e-01,1.184000718175068616e-03,1.232502112429641750e-01,3.869791659663911228e-10,2.182531145269028320e+12
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,1.481559673902336843e-03,2.018134040423531950e+00,4.244830840324252108e+02,5.219093358763861801e+01,8.062732821235025771e-01,2.977320549204749423e-01,8.216875468438881122e-08,1.509423219103690423e+07
5.999999999999999778e-02,2.807000000000000000e+03,3.000000000000000062e-03,3.715361530175577409e-03,4.868471011410137272e+00,7.980066305702787588e+01,1.031533286190087439e+00,3.133126479792755839e-03,1.249184359658913127e-02,4.539985246286199646e-09,7.030199208368429565e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,5.137262879805630338e-03,8.483857029583266041e+00,2.070328586771288428e+02,1.448481519222976210e+01,1.780780277756957922e-02,4.885271487208282110e-02,9.533265869339280499e-09,5.890442999383665085e+09
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,2.463362733528548856e-04,6.704952234110304055e+00,2.260576733028966032e+02,1.672611546431994967e+01,1.455250467056940465e-02,1.110009603724951166e+00,1.307512479449760750e-08,5.255528674996959686e+09
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,1.911614981144105913e-03,7.790181718159321367e-01,3.273249645939497441e+02,1.690777396738766214e+01,6.058699637802831411e-02,9.694333025664249315e-02,1.294974791029232401e-07,1.274557001693970859e+08
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,8.832483961866730926e-04,6.619139894456316231e-01,3.551011816688112503e+02,1.943485050130787073e+01,9.143157370580880933e-03,2.224592305098898326e-01,1.653409226850393847e-07,6.614902514778895378e+08
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,2.227726609110916838e-03,1.076798624865400233e+00,1.836827305919094897e+02,4.804704355817528416e+00,1.046878489540763993e-04,4.213850075917908306e-02,4.879738983133295175e-08,1.957524162395912476e+11
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,1.558958058078381559e-03,5.267514142840112612e+01,6.976186371627962046e+01,1.146247361796262743e+00,5.031856387416760307e-02,3.809136064498545859e-02,4.940607896562103490e-10,4.022456667293261719e+10
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,1.988711681062599649e-04,1.721309798597441931e+00,3.684986126792175014e+02,3.422465324179206192e+01,5.649345693182028505e-02,1.703676954199703220e+00,7.885407306610357550e-08,2.244800333859663904e+08
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,3.891853167215368636e-05,7.988810272410659108e-01,6.127898034914999243e+02,9.101076452775171788e+01,1.108802612374498384e-02,1.695819954749324765e+01,2.924427645685016319e-07,3.083932605951384902e+08
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,9.579825842286328287e-04,1.226012653733521951e+01,1.506815208792562828e+02,7.269893104577139553e+00,5.600456347622153469e-02,1.814179794665131129e-01,4.637941538935000461e-09,3.849916527774100780e+09
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,3.695721357695293426e-03,1.090046765647644689e+00,4.849003900493232209e+02,5.705457725472805919e+01,1.300990276633296481e-03,1.141993236641159204e-01,1.659668142408328876e-07,4.631318955296724319e+09
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,2.687701728161616312e-03,5.085426925973281165e+00,2.339602185918441535e+02,1.653272393739758783e+01,3.335444725018961334e-04,9.432599957714828121e-02,1.736107333780193987e-08,1.726909904727006226e+11
9.000000000000000222e-01,4.315000000000000000e+03,4.500000000000000527e-02,7.586407636545457276e-04,1.894801618814317834e+01,1.163052018824298415e+02,4.191990146842159426e+00,1.016928372872874346e-03,1.723942948203091019e-01,2.290041396382604057e-09,4.294042143007582397e+11
7.499999999999998335e-02,2.835000000000000000e+03,3.749999999999999861e-03,5.905516010618912627e-04,1.147710278892183133e+00,1.779178685877253940e+02,4.548732984920115463e+00,1.740209002957999324e-02,1.565493605177171177e-01,4.434553756213575818e-08,1.295831894270694733e+09
2.999999999999999889e-01,3.460000000000000000e+03,1.499999999999999944e-02,9.121929378069265973e-03,1.018380621763984628e+01,1.100433311476571845e+02,2.610953886104106836e+00,2.713602323815638706e-01,9.330388996423631329e-03,3.355545531600780394e-09,1.098223319853075266e+09
8.000000000000000444e-01,4.221000000000000000e+03,4.000000000000000777e-02,2.962180045528786058e-03,5.711979614281537110e-01,6.396935928614179829e+02,8.817121077744504021e+01,4.916780450059545643e-02,1.669040521312531999e-01,4.125083265080280163e-07,4.930448929681961238e+07
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,5.985235527813054322e-04,1.052569149670329196e+01,8.262486225535393203e+01,1.433397991319502296e+00,2.816819200570804243e-04,1.080286511316738557e-01,2.403898930780595798e-09,1.476810676209025879e+12
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,2.527467890338164994e-03,1.424638969306482483e+00,4.588811211344752792e+02,5.539875215681017551e+01,2.011827815914986328e-02,1.713387330711167167e-01,1.228023879222409408e-07,4.047644665348423719e+08
1.000000000000000021e-02,2.387000000000000000e+03,5.000000000000000104e-04,2.464564878912875239e-04,4.626286515978367264e-01,1.393436904881681073e+02,1.319398266766348859e+00,1.093094010683002409e-04,1.500720075826173505e-01,6.327307043172959890e-08,1.445851119032465210e+11
8.000000000000000167e-02,2.836000000000000000e+03,4.000000000000000083e-03,5.004742791942618646e-03,5.511460498210254411e-01,2.663052091139759341e+02,9.090300753618953067e+00,1.937484597094603204e-04,2.446534221243706897e-02,1.376298523029570977e-07,3.750153958763649750e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,1.921251033882198005e-04,8.286427481458169542e-01,6.624478533096400952e+02,1.122618800057203430e+02,1.285040922302374371e-02,3.181285443287135806e+00,3.123062789091975622e-07,2.491737717355051637e+08
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,1.774934009844770328e-03,1.140218004112167227e+00,1.721788676585956068e+02,4.269427819807007474e+00,1.245375708555042826e-04,5.015713287836535278e-02,4.326481764437714672e-08,1.855943419023854065e+11
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,7.712237836923988704e-04,2.872888915206219806e+00,3.347007820135550560e+02,3.289458247225244492e+01,3.988100978252016870e-02,4.576971984181073538e-01,4.478989780269177465e-08,5.598269253861113787e+08
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,2.648848646279830413e-04,1.744286736808652449e+01,1.358345684621017426e+02,6.101514321938428687e+00,2.613954064495688928e-02,6.567434462475369994e-01,2.993860112669750359e-09,1.277822539681087494e+10
1.000000000000000000e+00,4.397000000000000000e+03,5.000000000000000278e-02,1.684437978709817942e-04,4.809939933441438331e-01,7.607387558353669874e+02,1.276297046533504016e+02,4.697300041506556612e-03,3.591986738661112177e+00,5.968404093125928414e-07,3.566920901334934235e+08
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,7.249315990626355351e-03,3.350241187365014639e+01,1.011320998452345208e+02,3.126069776588938254e+00,1.704246283044205017e-03,1.529667304188413526e-02,1.170645135720175934e-09,5.012361432345488281e+11
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,5.065371717367885517e-03,4.615755868604748957e-01,3.668856687273132593e+02,1.982948540797454129e+01,6.664627822122083656e-02,3.827307255283434601e-02,2.458946516362883149e-07,6.102039513164248317e+07
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,4.258545748717444787e-04,1.876074644049442464e+00,4.141818249596204282e+02,4.765419143809160829e+01,3.938457758836235410e-03,9.718578899569432217e-01,8.487565742613094503e-08,2.991511363402970791e+09
1.199999999999999956e+00,4.537000000000000000e+03,5.999999999999999778e-02,4.444146045094582963e-03,8.211252002057229937e-01,6.260533936263361738e+02,9.697804202344050850e+01,1.372236916006022711e-01,1.250234567242500539e-01,2.931191892904878745e-07,2.486146122684612870e+07
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,2.362695901144414024e-03,6.311348819572585533e+00,8.070286666778582685e+01,1.359786613043960868e+00,9.979453506366748120e-03,2.564178160829680767e-02,3.970858609450372281e-09,2.523532007043093109e+10
5.999999999999999778e-01,3.988000000000000000e+03,2.999999999999999889e-02,5.704775935619758355e-04,7.206985536147888638e+01,5.119473020540571895e+01,4.475875681993477517e-01,6.589687054194609192e-03,6.229834788629650538e-02,2.520651751043035995e-10,6.020358608914051514e+11
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,1.671796378811527309e-04,2.703836276664605798e+00,3.667289737875784112e+02,4.046660150429529068e+01,5.515993157561676664e-03,2.426002875336698228e+00,5.298599948580609714e-08,3.421489017351970196e+09
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,5.200467888986560865e-03,3.130628116381486237e+01,9.789232855364434727e+01,2.880367517763410490e+00,8.617580794204176284e-04,2.030103020304324657e-02,1.192111340697913071e-09,9.734145122449785156e+11
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,5.548874486707568859e-03,8.059986975760534689e-01,4.288522512838811735e+02,3.284455560957629672e+01,3.981950872544834930e-01,4.950743260385255529e-02,1.740188060304526633e-07,1.443138183963315189e+07
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,8.049443709269151967e-04,1.201602934006086265e+01,1.110712031127989974e+02,2.965926234403761352e+00,4.777099538367760023e-01,1.203366148147570203e-01,3.023125833416666125e-09,6.924357545230857134e+08
2.000000000000000111e-01,3.220000000000000000e+03,1.000000000000000021e-02,5.679916178323938646e-04,6.311839048522507323e-01,3.636427499538909842e+02,2.024058819861705061e+01,7.415756921067740981e-01,3.522274231749200624e-01,1.775615072725276069e-07,7.594438880098249763e+06
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,2.995737207723014189e-03,1.761196985287516625e+01,4.833031961746218741e+01,5.033315476772284303e-01,2.075494281396143836e-02,1.252245487729926679e-02,8.518356248348568837e-10,5.656172683403524780e+10
4.000000000000000222e-01,3.672000000000000000e+03,2.000000000000000389e-02,2.795913564893108116e-03,7.422221172803608047e-01,4.468974880837079127e+02,3.524457943872851473e+01,1.202014361569706441e-04,1.011808044145243585e-01,1.969231876294102109e-07,4.224676765547750092e+10
1.100000000000000089e+00,4.471000000000000000e+03,5.500000000000000722e-02,1.199644427374460347e-04,4.469147637641978754e+00,2.590839240609424223e+02,2.041480549578560755e+01,3.165570712991050417e-01,2.623728858276336062e+00,2.210176662783460117e-08,1.429292095155937076e+08
1.499999999999999944e-01,3.076000000000000000e+03,7.499999999999997988e-03,3.709664011610374658e-04,5.782578904662606156e+00,1.036574984499040823e+02,2.208530347160317042e+00,2.426524929631310298e-04,2.200839171588707954e-01,5.545375727726057684e-09,7.431633184260716553e+11
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,1.874789904745322033e-03,5.008264388897640806e+00,8.215855028172029506e+01,1.173288633073482412e+00,7.723127062725915377e-03,2.742470989104359852e-02,4.699870026167966030e-09,2.754995997251702118e+10
1.300000000000000044e-01,3.006000000000000000e+03,6.500000000000000569e-03,7.756332165966787085e-04,5.272840205655001888e+00,1.006068504687109595e+02,2.080425402665226464e+00,1.027475387393525161e-02,9.705937493739658084e-02,5.928877262833615650e-09,1.641557549463066292e+10
6.999999999999999556e-01,4.111000000000000000e+03,3.500000000000000333e-02,2.633582313569147950e-04,3.672777328140169661e+00,2.397909357674435569e+02,1.546237001452443316e+01,6.038709691098965559e-04,8.986448912948266088e-01,2.366599784392965080e-08,6.997308599249853516e+10
1.300000000000000044e+00,4.596000000000000000e+03,6.500000000000000222e-02,6.058305650355121042e-04,9.337389085475202855e-01,6.057646997631771910e+02,9.410974802486902036e+01,1.956828957014199904e-04,9.204030489548259419e-01,2.515945278287665250e-07,2.031168452629480743e+10
1.399999999999999911e+00,4.647000000000000000e+03,6.999999999999999278e-02,1.015513293935879575e-04,1.977071269440743961e+00,4.288685781484732047e+02,5.312891913083080198e+01,2.643155516451879423e-03,4.601417262555753673e+00,8.474190626793662026e-08,4.464564011553079605e+09
1.000000000000000056e-01,2.925000000000000000e+03,5.000000000000000971e-03,2.318452476235950341e-03,8.051487997296010946e+00,7.145424545814245221e+01,1.086462906193816691e+00,3.775050066937917729e-03,2.359985259770154553e-02,2.755836666686828685e-09,9.612222385497390747e+10
1.700000000000000122e-01,3.139000000000000000e+03,8.500000000000000611e-03,1.965791890594947768e-03,4.484153220667595008e+01,4.006771921059773689e+01,2.756255013371931573e-01,7.856169457657002919e-01,1.273604586335532786e-02,2.733829930975554126e-10,4.656050299503451347e+09
7.199999999999999456e-02,2.831000000000000000e+03,3.599999999999999901e-03,3.050705019594128313e-03,6.532027227558820925e+01,2.338213957221296369e+01,6.420110041557959557e-02,4.440610688268156053e-02,3.286490720075707812e-03,1.011956787378128816e-10,2.225334661277876892e+11
7.000000000000000666e-02,2.834000000000000000e+03,3.500000000000000507e-03,4.806989501333812365e-03,6.466821189785921797e-01,2.286270065551180721e+02,6.938883450047836021e+00,1.923229754102056014e-04,2.264819242809126831e-02,1.012932346491249640e-07,5.133202425373047638e+10
